system,SOD,nPRN,vtec_1,vtec_2,vtec_3,vtec_4,vtec_5,vtec_6,vtec_7,vtec_8,vtec_9,vtec_10,vtec_11,vtec_12,vtec_13,vtec_14,vtec_15,vtec_16,vtec_17,vtec_18,vtec_19,vtec_20,vtec_21,vtec_22,vtec_23,vtec_24,vtec_25,vtec_26,vtec_27,vtec_28,vtec_29,vtec_30,vtec_31,vtec_32,stec_1,stec_2,stec_3,stec_4,stec_5,stec_6,stec_7,stec_8,stec_9,stec_10,stec_11,stec_12,stec_13,stec_14,stec_15,stec_16,stec_17,stec_18,stec_19,stec_20,stec_21,stec_22,stec_23,stec_24,stec_25,stec_26,stec_27,stec_28,stec_29,stec_30,stec_31,stec_32,roti_1,roti_2,roti_3,roti_4,roti_5,roti_6,roti_7,roti_8,roti_9,roti_10,roti_11,roti_12,roti_13,roti_14,roti_15,roti_16,roti_17,roti_18,roti_19,roti_20,roti_21,roti_22,roti_23,roti_24,roti_25,roti_26,roti_27,roti_28,roti_29,roti_30,roti_31,roti_32,ipplat_1,ipplat_2,ipplat_3,ipplat_4,ipplat_5,ipplat_6,ipplat_7,ipplat_8,ipplat_9,ipplat_10,ipplat_11,ipplat_12,ipplat_13,ipplat_14,ipplat_15,ipplat_16,ipplat_17,ipplat_18,ipplat_19,ipplat_20,ipplat_21,ipplat_22,ipplat_23,ipplat_24,ipplat_25,ipplat_26,ipplat_27,ipplat_28,ipplat_29,ipplat_30,ipplat_31,ipplat_32,ipplon_1,ipplon_2,ipplon_3,ipplon_4,ipplon_5,ipplon_6,ipplon_7,ipplon_8,ipplon_9,ipplon_10,ipplon_11,ipplon_12,ipplon_13,ipplon_14,ipplon_15,ipplon_16,ipplon_17,ipplon_18,ipplon_19,ipplon_20,ipplon_21,ipplon_22,ipplon_23,ipplon_24,ipplon_25,ipplon_26,ipplon_27,ipplon_28,ipplon_29,ipplon_30,ipplon_31,ipplon_32
GPS,1,32,,,,,,,,,,,,,,,,,,-1.6992452209409992,,,,,-0.6624995360252255,18.76615206603687,,,,,,,,,,,,,,,,,,,,,,,,,,-1.4527861980987815,,,,,2.794425986206008,23.18488377196855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.675818297324202,,,,,22.20696226613643,18.80262939897926,,,,,,,,,,,,,,,,,,,,,,,,,,98.73273468918309,,,,,97.8842474330893,100.96762735287388,,,,,,,,
GPS,31,32,,,,,,,,,,,,,,,,,,-1.567524376899632,,,,,-0.5416076699864467,18.900808682370307,,,,,,,,,,,,,,,,,,,,,,,,,,-1.3237450433059266,,,,,2.959848688648762,23.346441846605458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.661764718262486,,,,,22.203258432011136,18.818637148540507,,,,,,,,,,,,,,,,,,,,,,,,,,98.7369020913205,,,,,97.90369572283366,100.9688858833161,,,,,,,,
GPS,61,32,,,,,,,,,,,,,,,,,,-1.4201274014793288,,,,,-0.3379285820718323,19.000819204834087,,,,,,,,,,,,,,,,,,,,,,,,,,-1.17864164777572,,,,,3.246885296883292,23.468357652617527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.64772223068124,,,,,22.199466094348935,18.834644523299893,,,,,,,,,,,,,,,,,,,,,,,,,,98.74102828912925,,,,,97.92310006787513,100.97017875191064,,,,,,,,
GPS,91,32,,,,,,,,,,,,,,,,,,-1.255783090546858,,,,,-0.26048558272057054,19.156745966571435,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0162080163973641,,,,,3.347334482940582,23.656243320215452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.63369053665129,,,,,22.195585623008697,18.85065211409182,,,,,,,,,,,,,,,,,,,,,,,,,,98.74511367302053,,,,,97.94246007497021,100.97150631988154,,,,,,,,
GPS,121,32,,,,,,,,,,,,,,,,,,-1.062975801795198,,,,,-0.16992478677491896,19.278659022079953,,,,,,,,,,,,,,,,,,,,,,,,,,-0.8245785803793062,,,,,3.4668047659531425,23.805241487471115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.61966933765004,,,,,22.191617390360605,18.866660512767602,,,,,,,,,,,,,,,,,,,,,,,,,,98.74915863079832,,,,,97.96177535451146,100.97286895119919,,,,,,,,
GPS,151,32,,,,,,,,,,,,,,,,,,-0.9809972138195588,,,,,-0.028848091993491032,19.40321020593998,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7478301752049745,,,,,3.6601551715345835,23.95810421160579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.605658334451665,,,,,22.187561771213325,18.882670312351234,,,,,,,,,,,,,,,,,,,,,,,,,,98.75316354772023,,,,,97.9810455206994,100.97426701264534,,,,,,,,
GPS,181,32,,,,,,,,,,,,,,,,,,-0.8307233564921077,,,,,0.09729566775728937,19.516677793643712,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6006133362786521,,,,,3.831103041653691,24.098829752501874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.591657227239693,,,,,22.18341914280384,18.898682106967666,,,,,,,,,,,,,,,,,,,,,,,,,,98.75712880649388,,,,,98.00027019140703,100.97570087385917,,,,,,,,
GPS,211,32,,,,,,,,,,,,,,,,,,-0.6770358715271847,,,,,0.1654662009284511,19.618854594962677,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4500753821479897,,,,,3.916667514862283,24.22717653324161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.577665715469422,,,,,22.17918988471473,18.914696492041653,,,,,,,,,,,,,,,,,,,,,,,,,,98.76105478734482,,,,,98.01944898839051,100.97717090740765,,,,,,,,
GPS,241,32,,,,,,,,,,,,,,,,,,-0.5225110962777464,,,,,0.32079990327043184,19.715119390581,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2988731978837684,,,,,4.12955224422727,24.34942441885702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.56368349794117,,,,,22.17487437885163,18.93071406426162,,,,,,,,,,,,,,,,,,,,,,,,,,98.76494186802395,,,,,98.03858153721146,100.9786774888359,,,,,,,,
GPS,271,32,,,,,,,,,,,,,,,,,,-0.37096871418566213,,,,,0.4805138380179361,19.700126615069045,,,,,,,,,,,,,,,,,,,,,,,,,,-0.15093173459445097,,,,,4.348294256335336,24.342510396684126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.549710272745582,,,,,22.17047300938561,18.946735421683464,,,,,,,,,,,,,,,,,,,,,,,,,,98.76879042385112,,,,,98.05766746732256,100.98022099673008,,,,,,,,
