system,SOD,nPRN,vtec_1,vtec_2,vtec_3,stec_1,stec_2,stec_3,roti_1,roti_2,roti_3,ipplat_1,ipplat_2,ipplat_3,ipplon_1,ipplon_2,ipplon_3
QZS,22801,3,-52.24105239694755,,-50.45661103434293,-43.43923511843412,,-43.64598288936555,0.04232910878010977,,0.03164877312382317,19.409220119834902,,17.59436872816434,101.89729748414007,,101.07438297726637
QZS,22831,3,-52.215058439121826,,-50.48412016388389,-43.41776813934644,,-43.680155252039675,0.030570528343325434,,0.03964090359301074,19.413607282245575,,17.59437390622329,101.8935915533394,,101.07438334709417
QZS,22861,3,-52.181136123443395,,-50.56906729714057,-43.38565131280314,,-43.785652682351646,0.032590983668177156,,0.018100248354621103,19.41798730424312,,17.5943790625876,101.88989936105412,,101.07438371336599
QZS,22891,3,-52.167301810853616,,-50.59478679913592,-43.380217180041775,,-43.81760257178127,0.044662685958019685,,0.019444823828766836,19.422360213802943,,17.594384197232465,101.88622089001133,,101.07438407608663
QZS,22921,3,-52.16547373824499,,-50.630013780327204,-43.3906744077508,,-43.86135854774012,0.04377403359636137,,0.029065158009952338,19.426726038657353,,17.594389310133188,101.8825561230139,,101.0743844352609
QZS,22951,3,-52.15541724308475,,-50.656612709399305,-43.39007057665925,,-43.894400353973545,0.04101069478898782,,0.01865674779390222,19.431084806304238,,17.594394401265216,101.87890504293422,,101.0743847908935
QZS,22981,3,-52.13501862565836,,-50.752298740545235,-43.37560518075146,,-44.01323268159643,0.029911978283266284,,0.022496094605039388,19.43543654399579,,17.594399470604053,101.87526763272338,,101.0743851429894
QZS,23011,3,-52.12407483155293,,-50.733336324829175,-43.373626750363094,,-43.98969744074905,0.03740133359719664,,0.020775382119080074,19.439781278743343,,17.594404518125348,101.87164387540756,,101.07438549155333
QZS,23041,3,-52.111611059938085,,-50.79886550872111,-43.3695286351055,,-44.071081597442536,0.02739716710275949,,0.027126730589637233,19.444119037323723,,17.594409543804826,101.86803375408272,,101.07438583659018
QZS,23071,3,-52.10006109066569,,-50.830523616936034,-43.366548234972136,,-44.110405468228784,0.015043841376472907,,0.02080506601068634,19.448449846272215,,17.594414547618356,101.86443725192107,,101.07438617810486
QZS,23101,3,-52.045445828375435,,-50.8700754075861,-43.30624564434181,,-44.159531428210535,0.019006552263794416,,0.03631270495667346,19.45277373188729,,17.5944195295419,101.86085435216704,,101.07438651610224
QZS,23131,3,-52.033931127793444,,-50.856047954959635,-43.303136715356466,,-44.14212409827493,0.01405762680044939,,0.02026899789689827,19.457090720230074,,17.594424489551518,101.85728503813783,,101.07438685058723
QZS,23161,3,-52.04250677142885,,-50.860363073775154,-43.3266076917779,,-44.14749402445407,0.022695674956062735,,0.031805644232076345,19.461400837124692,,17.594429427623403,101.85372929322374,,101.07438718156479
QZS,23191,3,-52.04870150025597,,-50.87757902011889,-43.346802744256486,,-44.168883782111784,0.022291273760725188,,0.03027491532046824,19.465704108158057,,17.594434343733823,101.85018710088814,,101.07438750903985
QZS,23221,3,-52.06518536565018,,-50.90431299923116,-43.38053832864035,,-44.20209269899026,0.026514906762895942,,0.05358895322880193,19.470000558682134,,17.5944392378592,101.84665844466586,,101.07438783301738
QZS,23251,3,-52.07850696769248,,-50.86333560940132,-43.40995743754332,,-44.151219568003604,0.03232685910731622,,0.03717737209790073,19.474290213814076,,17.594444109976013,101.84314330816326,,101.07438815350241
QZS,23281,3,-52.124332592516886,,-50.83687299302106,-43.48236163851232,,-44.118370439360525,0.03750883984432359,,0.03318318041598246,19.478573098435962,,17.594448960060905,101.83964167505881,,101.07438847049988
QZS,23311,3,-52.159114259980285,,-50.76236591626405,-43.539979179287464,,-44.02586113297178,0.04237439037616985,,0.04688880232958235,19.48284923719548,,17.59445378809058,101.83615352910235,,101.07438878401484
QZS,23341,3,-52.16680693163818,,-50.82961295831028,-43.561561788066804,,-44.10937775800716,0.05274257003468138,,0.06082638158226286,19.487118654505803,,17.594458594041885,101.8326788541154,,101.07438909405235
QZS,23371,3,-52.19148600534784,,-50.791294423136925,-43.60553612424895,,-44.061806233596165,0.059233971529202886,,0.05712434902848874,19.4913813745488,,17.594463377891763,101.82921763398892,,101.07438940061743
QZS,23401,3,-52.20669582625631,,-50.77177378291358,-43.63684365863765,,-44.037577330285934,0.026345281838158024,,0.045280704529836395,19.49563742127217,,17.594468139617266,101.82576985268547,,101.07438970371518
QZS,23431,3,-52.19136131327764,,-50.75932972465289,-43.627593977424176,,-44.02213553157848,0.027570125580792925,,0.057534037098940796,19.49988685316199,,17.59447288176187,101.82233553771194,,101.07439008821127
QZS,23461,3,-52.225791938032266,,-50.704892909111514,-43.68411960139543,,-43.95454879096284,0.015090076819098118,,0.05080028830102823,19.504129624002438,,17.594477599342778,101.81891458599002,,101.0743903841529
QZS,23491,3,-52.244244073005575,,-50.71824003245054,-43.719371155244524,,-43.97113392958364,0.03285075844016368,,0.051472540296111265,19.50836579198374,,17.594482294731254,101.81550702539272,,101.07439067664305
QZS,23521,3,-52.248528198398844,,-50.72115888043318,-43.735763616274944,,-43.97476952607432,0.016746747621313136,,0.02932351974480232,19.512595380121876,,17.594486967904448,101.8121128401665,,101.07439096568719
QZS,23551,3,-52.26745606091295,,-50.73863398486901,-43.77141325093363,,-43.99648054801812,0.03343949024805335,,0.05063528507836709,19.516818411212,,17.59449161883965,101.80873201461945,,101.07439125129092
QZS,23581,3,-52.25682312798768,,-50.75518835256753,-43.767867543658106,,-44.0170481722048,0.011469689942204944,,0.03974291225010142,19.521034907816215,,17.594496247514236,101.80536453313123,,101.07439153345979
QZS,23611,3,-52.203002702271036,,-50.741647618995216,-43.70715385737038,,-44.00024467336073,0.021357533257550874,,0.03456113494461499,19.52524489226877,,17.594500853905704,101.80201038014866,,101.0743918121994
QZS,23641,3,-52.188152761653555,,-50.783559010551556,-43.697865652207504,,-44.05229966821009,0.013822650079896099,,0.050361182769577705,19.52944838667508,,17.594505437991668,101.7986695401867,,101.07439208751529
QZS,23671,3,-52.17016168597969,,-50.81684228570494,-43.684338077306286,,-44.09364049333403,0.04981030579822339,,0.028957074820693155,19.533645412912765,,17.59450999974984,101.79534199782776,,101.07439235941312
QZS,23701,3,-52.143188797819015,,-50.82245125713874,-43.65886298786359,,-44.10061627819348,0.042924464510560714,,0.04679107210799137,19.537835992630978,,17.594514539158055,101.792027737722,,101.07439262789846
QZS,23731,3,-52.14317783942039,,-50.854813898508226,-43.66889627859883,,-44.14081376340406,0.05319081303627687,,0.04680691314695467,19.542020147251492,,17.594519056194255,101.78872674458688,,101.07439289297697
QZS,23761,3,-52.15699963920349,,-50.869526978036376,-43.6970820426858,,-44.15909459207649,0.042589634640433985,,0.009513868175303121,19.54619789797014,,17.59452355083649,101.78543900320578,,101.0743931546543
QZS,23791,3,-52.16889991145081,,-50.87350151793997,-43.722621338710674,,-44.16404063912555,0.03634851169313389,,0.029990261932818327,19.55036926575585,,17.594528023062917,101.78216449842878,,101.0743934129361
QZS,23821,3,-52.21969003995496,,-50.934697340655354,-43.79934207300432,,-44.240041912635924,0.03939259210379893,,0.007136790292900458,19.5545342713527,,17.594532472851835,101.77890321517141,,101.07439366782806
QZS,23851,3,-52.247726649561194,,-50.97246054269846,-43.84592441114297,,-44.286945341529396,0.03771085483563067,,0.030082821909357915,19.558692935279854,,17.594536900181605,101.77565513841424,,101.07439391933586
QZS,23881,3,-52.27176113306898,,-51.00493725942523,-43.8871110826259,,-44.32728413906458,0.05866153210815702,,0.015483021958044591,19.56284527782781,,17.594541305030738,101.77242025320604,,101.07439416746524
QZS,23911,3,-52.33993822378716,,-51.02626150638835,-43.98635207317421,,-44.3537741552562,0.05142214484705668,,0.03497710178612143,19.566991319065313,,17.594545687377853,101.76919854465855,,101.07439441222186
QZS,23941,3,-52.456144870361975,,-51.052603385184284,-44.1487220743764,,-44.38649481289108,0.048531411969354475,,0.015081363153712612,19.571131078840715,,17.59455004720167,101.76598999794503,,101.07439465361144
QZS,23971,3,-52.56851815592955,,-51.06809277205099,-44.30586334603658,,-44.4057392030467,0.054175751787305514,,0.033240730176563205,19.57526457677318,,17.594554384481015,101.76279459830738,,101.0743948916398
QZS,24001,3,-52.66699513379136,,-51.084554697851345,-44.44453105359015,,-44.42619119754165,0.07385568422215012,,0.012326669467729917,19.579391832261454,,17.59455869919485,101.75961233104931,,101.07439512631264
QZS,24031,3,-52.78291919758357,,-51.070310981918354,-44.606001757735164,,-44.40851408427324,0.08529401393281535,,0.03281610893072597,19.583512864481282,,17.59456299132222,101.7564431815381,,101.07439535763575
QZS,24061,3,-52.86670495856103,,-51.08369000212352,-44.72500119600307,,-44.42513774684338,0.08123427587352208,,0.017984276769943987,19.587627692386572,,17.594567260842318,101.75328713520383,,101.07439558561491
QZS,24091,3,-52.95133834842364,,-51.07847810585089,-44.84496402222283,,-44.4186759038604,0.07768631971053647,,0.03948249749619894,19.591736334708592,,17.59457150773442,101.7501441775399,,101.07439581025587
QZS,24121,3,-53.03206298278092,,-51.118993756123416,-44.9596340280059,,-44.46899662686506,0.07291953222997774,,0.02958562702324845,19.595838809958288,,17.594575731977915,101.74701429410122,,101.07439603156448
QZS,24151,3,-53.1125285391054,,-51.07735495321714,-45.07381589023294,,-44.41730124671981,0.059605011539420716,,0.0248840428473671,19.59993513642566,,17.59457993355234,101.74389747050465,,101.07439624954651
QZS,24181,3,-53.18431107776217,,-51.03675075176302,-45.17643559309932,,-44.366890576656296,0.019883371897843144,,0.02033787599212111,19.604025332180026,,17.5945841124373,101.74079369242864,,101.07439646420784
QZS,24211,3,-53.21884517898536,,-51.02980095504498,-45.22995513430437,,-44.35827052485477,0.033836119964691554,,0.02022360368458049,19.60810941507033,,17.59458826861254,101.73770294561315,,101.07439667555428
QZS,24241,3,-53.26924492038165,,-51.00175636545585,-45.30420929465357,,-44.32345580713977,0.028786823762788818,,0.05362577060586579,19.612187402726736,,17.594592402057913,101.73462521585799,,101.07439688359167
QZS,24271,3,-53.30947194532551,,-50.991413163148394,-45.364974404050834,,-44.31062189470138,0.04503646549125773,,0.02534866527298618,19.61625931255995,,17.594596512753377,101.73156048902361,,101.07439708832588
QZS,24301,3,-53.33813932183785,,-51.031908395723775,-45.41043896922151,,-44.36091693507314,0.048246566902357756,,0.049198721287996516,19.620325161762036,,17.594600600679016,101.72850875103026,,101.07439728976281
QZS,24331,3,-53.39486864789646,,-50.98681434113442,-45.492645259386,,-44.304930819923676,0.03981072344705288,,0.02646623802210668,19.62438496730635,,17.59460466581502,101.72546998785785,,101.07439748790827
QZS,24361,3,-53.426203571099265,,-51.03700352148708,-45.54138586418703,,-44.36726326405191,0.04795548348458805,,0.05509129986859863,19.628438745948685,,17.594608708141703,101.72244418554521,,101.07439768276821
QZS,24391,3,-53.46227072396047,,-51.06368742102889,-45.5962285237356,,-44.400407800816886,0.03522131630504774,,0.022153258330183695,19.632486514227775,,17.594612727639465,101.71943133018934,,101.0743978743485
QZS,24421,3,-53.492069669113484,,-51.043422947652566,-45.64273375613187,,-44.375253859972766,0.036358829752982706,,0.04870230367733563,19.636528288464184,,17.59461672428886,101.71643140794637,,101.07439806265509
QZS,24451,3,-53.528158282304545,,-51.06905171017691,-45.69738379593384,,-44.407088061866894,0.016215340405597706,,0.054939855867831476,19.640564084762794,,17.594620698070518,101.71344440502936,,101.07439824769386
QZS,24481,3,-53.59447622556785,,-51.13213173570742,-45.791576124589035,,-44.485427496157264,0.011107480238885716,,0.026801377128896044,19.64459391901203,,17.5946246489652,101.710470307709,,101.07439842947078
QZS,24511,3,-53.642425624429876,,-51.184235091442346,-45.86155233340674,,-44.55013650932731,0.012393066552166121,,0.046529031640387616,19.648617806884538,,17.594628576953802,101.70750910231274,,101.07439860799172
QZS,24541,3,-53.690678659071494,,-51.252922601295936,-45.93181110902987,,-44.635438887160696,0.01686070303385785,,0.0390632876795645,19.65263576383654,,17.594632482017296,101.7045607752253,,101.07439878326272
QZS,24571,3,-53.74717304164989,,-51.33426287181992,-46.01275842958933,,-44.736452789190544,0.02173553082596167,,0.056459067723754426,19.65664780511095,,17.594636364136793,101.70162531288614,,101.07439895528965
QZS,24601,3,-53.81314834545537,,-51.40763713474409,-46.10601293723801,,-44.82757477065358,0.015930660913107346,,0.05850411005505249,19.660653945734666,,17.59464022329351,101.69870270179129,,101.07439912407854
QZS,24631,3,-53.8782958377798,,-51.51363121783487,-46.19805984054734,,-44.95920242892175,0.024295095985263634,,0.061022349850383246,19.664654200520054,,17.59464405946877,101.69579292849211,,101.07439928963534
QZS,24661,3,-53.95551905675277,,-51.5843157919156,-46.305805426736704,,-45.04698427985978,0.023189835585252092,,0.06390531034412501,19.668648584066702,,17.59464787264404,101.69289597959401,,101.07439945196602
QZS,24691,3,-54.02238380290386,,-51.6566970633571,-46.39985644306734,,-45.13687291650681,0.026784812759623456,,0.07477949561774427,19.672637110760736,,17.594651662800867,101.69001184175663,,101.0743996110766
QZS,24721,3,-54.121723220694605,,-51.75242856796906,-46.536314518692855,,-45.25575666723922,0.020405037196577432,,0.037869261946042024,19.67661979477352,,17.594655429920937,101.68714050169454,,101.07439976697304
QZS,24751,3,-54.21182563615597,,-51.79699048576639,-46.660542512971524,,-45.31110036950404,0.017351111919191586,,0.026216615633745593,19.6805966500647,,17.594659173986038,101.6842819461749,,101.07439991966143
QZS,24781,3,-54.3005160847846,,-51.88110403694844,-46.78279207686183,,-45.41555730612172,0.02943382929391864,,0.023635478013481013,19.684567690382256,,17.594662894978086,101.68143616201756,,101.07440006914767
QZS,24811,3,-54.38241393700498,,-51.95580299215321,-46.89602327676585,,-45.50832355452682,0.034570806056773255,,0.017817269752615574,19.68853292926079,,17.59466659287909,101.6786031360955,,101.07440021543786
QZS,24841,3,-54.44212058199163,,-51.989347015792056,-46.98009230978324,,-45.54998552824933,0.024520168357905214,,0.01997251182047751,19.69249238002448,,17.594670267671194,101.67578285533314,,101.07440035853803
QZS,24871,3,-54.53588750088072,,-52.034933490124786,-47.108611096909904,,-45.60660115712323,0.02529211541246036,,0.017748338856456443,19.69644605578586,,17.594673919336653,101.67297530670649,,101.07440049845421
QZS,24901,3,-54.598383206161444,,-52.07037082850039,-47.196097481882255,,-45.65061401725465,0.01823515136593734,,0.03206306268275922,19.700393969446655,,17.594677547857838,101.67018047724274,,101.0744006351924
QZS,24931,3,-54.68288850248918,,-52.11055693024167,-47.312257658810104,,-45.70052358675813,0.019476334603350146,,0.034682231634971195,19.704336133697293,,17.594681153217234,101.6673983540202,,101.07440076875871
QZS,24961,3,-54.75243479615692,,-52.135638491665546,-47.40873666729204,,-45.731677025349576,0.0158938202802567,,0.036557043904224866,19.708272561018944,,17.59468473539743,101.66462892416666,,101.07440089915913
QZS,24991,3,-54.79746230035393,,-52.17539018244586,-47.47304754180869,,-45.78104702818748,0.019191287582834775,,0.04178097476207717,19.712203263681815,,17.594688294381157,101.66187217486042,,101.0744010263998
QZS,25021,3,-54.907804865845414,,-52.22354261613711,-47.62263493799447,,-45.84084857610156,0.01563645329535287,,0.028497536457835742,19.71612825374865,,17.594691830151234,101.65912809332752,,101.07440115048672
QZS,25051,3,-54.97190913208717,,-52.24847951004065,-47.71166285937739,,-45.87182217841906,0.02297073975103298,,0.04227249788067774,19.72004754307154,,17.594695342690613,101.65639666684386,,101.07440127142601
QZS,25081,3,-55.05119636369866,,-52.25298354616791,-47.820423314472016,,-45.87742324829414,0.006291732700436051,,0.017406476808455182,19.72396114329221,,17.594698831982353,101.65367788273466,,101.07440138922374
QZS,25111,3,-55.16312686448306,,-52.31564087209221,-47.971719415557125,,-45.95523601507916,0.02379228289799026,,0.005777214218857712,19.727869065849912,,17.594702298009643,101.65097172836877,,101.074401503886
QZS,25141,3,-55.240418197124576,,-52.37676705115449,-48.07764084068675,,-46.031147399374426,0.005535369198807773,,0.025334623326658114,19.731771321970744,,17.594705740755778,101.64827819116587,,101.07440161541886
QZS,25171,3,-55.31798051691587,,-52.43391020962997,-48.18380625082876,,-46.10211279446441,0.03243993453983482,,0.004089317860868226,19.73566792267307,,17.594709160204154,101.6455972585924,,101.07440172382847
QZS,25201,3,-55.38708736366201,,-52.47782128416926,-48.27882077079875,,-46.15664720457463,0.018710360647162454,,0.038993404814066907,19.739558878767124,,17.594712556338322,101.64292891816154,,101.07440182912083
QZS,25231,3,-55.45988527173232,,-52.55196254822242,-48.378550020590644,,-46.24871979051688,0.03202227584170759,,0.02459108895451133,19.74344420086344,,17.594715929141906,101.64027315742737,,101.07440193130219
QZS,25261,3,-55.50520017085815,,-52.59409424462731,-48.44229553012128,,-46.30104451085524,0.020033432975218472,,0.03965638960160839,19.747323899358296,,17.59471927859868,101.63762996399426,,101.07440203037852
QZS,25291,3,-55.585880397166434,,-52.63727103169322,-48.55210949375789,,-46.35466689827934,0.022233308799579514,,0.027446032128969643,19.751197984446396,,17.594722604692524,101.63499932550826,,101.07440212635602
QZS,25321,3,-55.656089781067905,,-52.744270421802995,-48.64815166610578,,-46.48754068483618,0.029045936098921206,,0.04237376571100708,19.75506646610988,,17.594725907407422,101.63238122966409,,101.07440221924078
QZS,25351,3,-55.734528551376,,-52.80089671732182,-48.75483107596802,,-46.55786378272905,0.028036557716920187,,0.024060027654846505,19.75892935413142,,17.594729186727495,101.62977566419592,,101.07440230903896
QZS,25381,3,-55.803239606810806,,-52.87415894280765,-48.84871503949734,,-46.64884439402369,0.028934301928620808,,0.020660063635127672,19.76278665808598,,17.594732442636957,101.62718261688292,,101.07440239575664
QZS,25411,3,-55.864335448476375,,-52.96472957672475,-48.932565712291485,,-46.76131755135135,0.012142270786991047,,0.0309074104453091,19.766638387344603,,17.59473567512017,101.62460207554619,,101.07440247939998
QZS,25441,3,-55.92293377172822,,-53.00081978663394,-49.01306341324415,,-46.806139819324905,0.014837227264757977,,0.021087875768746257,19.770484551069774,,17.594738884161583,101.62203402805173,,101.07440255997513
QZS,25471,3,-56.002388165097,,-53.051414817946025,-49.120667744952705,,-46.868973306169416,0.010258413545797077,,0.03671360239071036,19.77432515822984,,17.594742069745777,101.61947846230025,,101.07440263748819
QZS,25501,3,-56.075239719858914,,-53.09656798166141,-49.21956190426955,,-46.92504931053396,0.01706496402886278,,0.014886713463463586,19.778160217579163,,17.594745231857456,101.6169353662405,,101.07440271194531
QZS,25531,3,-56.164196246636905,,-53.20471635764288,-49.339357735531856,,-47.05934917734093,0.009796796557246263,,0.04348563125047995,19.78198973767376,,17.594748370481422,101.61440472785821,,101.07440278335265
QZS,25561,3,-56.25604866665846,,-53.23389583923688,-49.46282774507791,,-47.09558980177476,0.015151802273557249,,0.021868862507784418,19.78581372685654,,17.594751485602618,101.61188653518572,,101.07440285171634
QZS,25591,3,-56.355616591521226,,-53.34796209437731,-49.59625405530432,,-47.23723796730548,0.0139765303977283,,0.0364432288143137,19.789632193286117,,17.594754577206082,101.60938077628258,,101.07440291704256
QZS,25621,3,-56.46640100973349,,-53.3810213812622,-49.744197126704314,,-47.278296167780205,0.02471839558963675,,0.01753521286070273,19.793445144898772,,17.594757645276992,101.60688743926033,,101.07440297933744
QZS,25651,3,-56.56485475214966,,-53.48012784467309,-49.87596615514088,,-47.401367922985294,0.02762197444688494,,0.03388376904595231,19.797252589439566,,17.594760689800612,101.60440651226163,,101.07440303860714
QZS,25681,3,-56.665080644256705,,-53.53316481128947,-50.00994475766175,,-47.467233117385156,0.03819264501118591,,0.021284013907860458,19.80105453444767,,17.59476371076236,101.60193798346975,,101.07440309485779
QZS,25711,3,-56.75291943850593,,-53.6242431679387,-50.12768522632451,,-47.58033584628101,0.030857486338912124,,0.02916237591178788,19.804850987264572,,17.59476670814774,101.59948184110259,,101.07440314809558
QZS,25741,3,-56.859221647082435,,-53.7402651737182,-50.26938475712104,,-47.72441206180684,0.024709861462551583,,0.02456389262781518,19.808641955027188,,17.594769681942402,101.59703807341721,,101.07440319832668
QZS,25771,3,-56.944799830452425,,-53.78426020609992,-50.383990556321926,,-47.779049260292346,0.0189637206699339,,0.008301997552270596,19.812427444669993,,17.594772632132088,101.59460666870766,,101.07440324555726
QZS,25801,3,-57.01503169133916,,-53.89201606902005,-50.47851687489209,,-47.912860867855734,0.01193029603861038,,0.030672274397910843,19.816207462929324,,17.59477555870268,101.59218761530218,,101.07440328979341
QZS,25831,3,-57.09477978969793,,-54.00531741464781,-50.58535032270783,,-48.053558428907245,0.009553783783800637,,0.0110801668718086,19.819982016336454,,17.594778461640153,101.58978090156718,,101.07440333104137
QZS,25861,3,-57.179271587053734,,-54.17021306031059,-50.69827315748598,,-48.25832264808793,0.02403135884133331,,0.02751548702974385,19.823751111235737,,17.594781340930638,101.58738651589533,,101.07440336930725
QZS,25891,3,-57.23816847531973,,-54.21969157942805,-50.77778167216639,,-48.31976857863163,0.024893680876433993,,0.03989183859739042,19.827514753752443,,17.594784196560333,101.58500444672572,,101.07440340459725
QZS,25921,3,-57.30016635454709,,-54.318829854926015,-50.86124693193597,,-48.442878973473576,0.02179100699339781,,0.05832260257736227,19.831272949824395,,17.59478702851561,101.58263468252318,,101.07440343691755
QZS,25951,3,-57.35633474148441,,-54.42601706654805,-50.9370427443833,,-48.57598396157011,0.025351860737829808,,0.037955631004343744,19.835025705189143,,17.594789836782912,101.58027721178634,,101.07440346627426
QZS,25981,3,-57.43347632717876,,-54.60611100807924,-51.040060759434375,,-48.7996200570421,0.03044669315161852,,0.0586692437091401,19.838773025382373,,17.594792621348816,101.57793202304813,,101.07440349267362
QZS,26011,3,-57.5142148509865,,-54.75968884773059,-51.14767781677188,,-48.990329918128616,0.030291723562688822,,0.02813051695109285,19.842514915739155,,17.59479538220004,101.57559910487463,,101.07440351612173
QZS,26041,3,-57.57001348341113,,-54.86049307313594,-51.22275428412343,,-49.11550857473026,0.019842447315416654,,0.07533474909230495,19.84625138140663,,17.594798119323393,101.57327844585664,,101.0744035366248
QZS,26071,3,-57.66269270317402,,-54.95399322814106,-51.3457489335861,,-49.23161738639235,0.01681588893902221,,0.05845809570069885,19.849982427326562,,17.594800832705804,101.57097003462049,,101.07440355418898
QZS,26101,3,-57.75500158039813,,-55.09202164793028,-51.46817833375031,,-49.403018592897276,0.018077148956727258,,0.06278572358010837,19.853708058236528,,17.594803522334335,101.56867385982656,,101.07440356882043
QZS,26131,3,-57.853712581172786,,-55.18250105614641,-51.598855445383045,,-49.51537623622074,0.016535001736900208,,0.06313604179838872,19.857428278686207,,17.594806188196152,101.566389910159,,101.07440358052534
QZS,26161,3,-57.95930026207539,,-55.27788436179382,-51.738396709517254,,-49.633823150819076,0.027898835170570187,,0.058523002881428,19.861143093026183,,17.59480883027856,101.56411817433224,,101.07440358930984
QZS,26191,3,-58.07856948561185,,-55.41448535841566,-51.895653668712846,,-49.80345156152999,0.029608316372582863,,0.06160898946263917,19.864852505403913,,17.594811448568947,101.56185864109294,,101.07440359518012
QZS,26221,3,-58.205488263297056,,-55.49545713535534,-52.06277692368628,,-49.9040029447929,0.03504617509823804,,0.04233882440603726,19.868556519784693,,17.594814043054857,101.55961129920703,,101.07440359814231
QZS,26251,3,-58.3148916309876,,-55.54528825184912,-52.20703297548602,,-49.96588571147064,0.034565651130077785,,0.05871749471766322,19.872255139923553,,17.594816613723946,101.55737613747615,,101.0744035982026
QZS,26281,3,-58.42982849959124,,-55.61605923794929,-52.358406066626124,,-50.05377023509643,0.04494239346606747,,0.027455824607646676,19.875948369388098,,17.594819160563976,101.55515314472355,,101.07440359536714
QZS,26311,3,-58.5537861867365,,-55.721871504867025,-52.5214312641856,,-50.185166749668674,0.03862732624878999,,0.046626839067305664,19.87963621154006,,17.59482168356282,101.55294230980488,,101.07440358964212
QZS,26341,3,-58.66816385208135,,-55.78361074548346,-52.67191795742867,,-50.261836060852794,0.025812459045534714,,0.047919225309283414,19.88331866955406,,17.59482418270849,101.55074362159611,,101.07440358103364
QZS,26371,3,-58.78535734617533,,-55.832645428039065,-52.825988997584155,,-50.322729583414464,0.021471103694006188,,0.04769273668003161,19.886995746409863,,17.594826657989113,101.54855706899833,,101.07440356954787
QZS,26401,3,-58.903607497355495,,-55.930636477742866,-52.98135747345032,,-50.44441395585006,0.01771584299778989,,0.038949677989677994,19.890667444885818,,17.594829109392926,101.54638264094079,,101.07440355519094
QZS,26431,3,-59.01475225864256,,-55.99081373269864,-53.12741200367697,,-50.51914347628264,0.005625263144258209,,0.05332289801929023,19.89433376757769,,17.59483153690831,101.5442203263695,,101.07440353796905
QZS,26461,3,-59.16089295652561,,-56.04242471315433,-53.31889269081251,,-50.58323587488848,0.008800928059799994,,0.039002000180033684,19.89799471687586,,17.59483394052372,101.54207011426021,,101.07440351788834
QZS,26491,3,-59.27153872195137,,-56.12644907237657,-53.464150770201066,,-50.6875770661269,0.004171988223610075,,0.028341635201095425,19.901650294980634,,17.594836320227778,101.53993199360916,,101.07440349495492
QZS,26521,3,-59.383780505772926,,-56.14603994425916,-53.61141296261082,,-50.711908815656194,0.013260286886795586,,0.024061065487435446,19.905300503901152,,17.594838676009196,101.53780595343288,,101.07440346917492
QZS,26551,3,-59.494633070521985,,-56.16796899701123,-53.75679951300754,,-50.7391439174202,0.011475281097318388,,0.027764481823403624,19.908945345443428,,17.59484100785681,101.53569198277522,,101.0744034405545
QZS,26581,3,-59.59960847408299,,-56.20595474221928,-53.8944781499763,,-50.786317129646456,0.014286424705588717,,0.029857358975447883,19.91258482123468,,17.594843315759583,101.53359007069234,,101.07440340909986
QZS,26611,3,-59.70187739192799,,-56.281268206049944,-54.0285723243452,,-50.87984142062793,0.014230601687396526,,0.049598711668024445,19.916218932699802,,17.594845599706595,101.53150020626623,,101.07440337481698
QZS,26641,3,-59.78136432066846,,-56.29626569957662,-54.13299067916979,,-50.89846919621932,0.018458578170703125,,0.03530729198417554,19.919847681076327,,17.594847859687043,101.52942237859536,,101.0744033377121
QZS,26671,3,-59.85972234407896,,-56.36007475267231,-54.235880223212696,,-50.97770792756693,0.020692173133760275,,0.04960191510113069,19.923471067401575,,17.594850095690248,101.52735657680196,,101.0744032977913
QZS,26701,3,-59.96444067601206,,-56.440323296402084,-54.372967812562656,,-51.07736007161639,0.031575616157319734,,0.021880520723855608,19.9270890925289,,17.59485230770564,101.52530279002184,,101.07440325506073
QZS,26731,3,-60.05408249615155,,-56.4951522747603,-54.49039985825585,,-51.14544779710453,0.04065845537368163,,0.04016862071967604,19.930701757117355,,17.594854495722785,101.52326100741014,,101.07440320952651
QZS,26761,3,-60.14231722096302,,-56.55111932878481,-54.60594342061945,,-51.21494864583884,0.021849328814798827,,0.03407623178095707,19.934309061634604,,17.59485665973136,101.52123121813916,,101.07440316119467
QZS,26791,3,-60.24335022450029,,-56.57534552446621,-54.73805933813123,,-51.24503573457179,0.02740732267578897,,0.04006393456456746,19.93791100635732,,17.594858799721155,101.51921341139766,,101.07440311007133
QZS,26821,3,-60.37367235409463,,-56.62436029220649,-54.90817589239817,,-51.30590357450058,0.017667133176142727,,0.034508262279493766,19.94150759137167,,17.59486091568209,101.51720757639005,,101.0744030561627
QZS,26851,3,-60.480569990363506,,-56.75366897092053,-55.04779420443095,,-51.46647498158837,0.02033497672948419,,0.02632894993797613,19.945098816569132,,17.594863007604197,101.51521370233834,,101.07440299947477
QZS,26881,3,-60.59273213563422,,-56.73255994821852,-55.19419573942037,,-51.44026764788976,0.02524315386716111,,0.02915830623170724,19.948684681664208,,17.594865075477642,101.51323177847186,,101.07440294001364
QZS,26911,3,-60.70651967018834,,-56.82306158461262,-55.34265257916554,,-51.55265091600233,0.031774885440284305,,0.04634694464092119,19.952265186163434,,17.594867119292697,101.51126179404395,,101.07440287778543
QZS,26941,3,-60.79800465533877,,-56.84113223728275,-55.46207595440729,,-51.5750941822021,0.02611480836810464,,0.027406056050271972,19.955840329392302,,17.59486913903975,101.50930373831648,,101.07440281279622
